amount_tsh,date_recorded,funder,installer,basin,subvillage,region,lga,ward,population,public_meeting,recorded_by,scheme_management,permit,construction_year,extraction_type,payment,water_quality,quantity,source,source_class,waterpoint_type,waterpoint_type_group,days_since_recorded
500.0,2011-03-16,Other,RWE,Rufiji,Jongo,Morogoro,Kilombero,Ifakara,800,True,GeoData Consultants Ltd,Other,True,80s,swn 80,pay monthly,soft,insufficient,shallow well,groundwater,hand pump,hand pump,993
0.0,2012-10-19,Government Of Tanzania,DWE,Internal,Majengo,Tabora,Igunga,Chabutwa,0,True,GeoData Consultants Ltd,Water authority,False,Unknown,nira/tanira,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,410
0.0,2013-01-18,Other,Other,Internal,Waraka,Singida,Manyoni,Kintinku,456,True,GeoData Consultants Ltd,Other,False,90s,other,never pay,soft,enough,shallow well,groundwater,other,other,319
0.0,2012-10-18,Other,DWE,Internal,Igumangobo,Shinyanga,Maswa,Mpindo,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,other,soft,enough,shallow well,groundwater,hand pump,hand pump,411
0.0,2011-08-03,Other,Other,Lake Rukwa,Karashi,Mbeya,Mbozi,Halungu,0,False,GeoData Consultants Ltd,VWC,False,Unknown,gravity,never pay,soft,enough,spring,groundwater,other,other,853
0.0,2011-03-25,Other,Other,Lake Nyasa,Mchala,Mbeya,Ileje,Itumba,0,True,GeoData Consultants Ltd,VWC,False,Unknown,gravity,unknown,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,984
0.0,2011-04-06,Other,Other,Lake Nyasa,Sange,Mbeya,Ileje,Sange,0,True,GeoData Consultants Ltd,VWC,False,Unknown,gravity,unknown,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,972
0.0,2013-01-21,Other,Other,Lake Victoria,Mwamambiti,Shinyanga,Bariadi,Zagayu,0,True,GeoData Consultants Ltd,WUG,False,Unknown,other,other,soft,enough,shallow well,groundwater,other,other,316
0.0,2013-03-30,Other,Other,Internal,Madukani,Arusha,Ngorongoro,Endulen,540,True,GeoData Consultants Ltd,Parastatal,False,00s,gravity,never pay,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,248
0.0,2013-02-19,Other,Other,Internal,Jolodomu Kati,Manyara,Hanang,Mogitu,320,True,GeoData Consultants Ltd,VWC,True,00s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,287
0.0,2011-08-22,Other,DWE,Lake Rukwa,Chikoma,Rukwa,Sumbawanga Rural,Mwimbi,250,True,GeoData Consultants Ltd,VWC,False,00s,swn 80,never pay,soft,enough,machine dbh,groundwater,hand pump,hand pump,834
300.0,2011-03-31,Other,DWE,Rufiji,Kidatu A,Morogoro,Kilombero,Kidatu,195,True,GeoData Consultants Ltd,Company,True,90s,gravity,pay monthly,soft,insufficient,river,surface,communal standpipe,communal standpipe,978
0.0,2013-01-16,Other,Other,Internal,Msakile,Singida,Manyoni,Sasajila,250,True,GeoData Consultants Ltd,VWC,False,70s,mono,never pay,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,321
0.0,2013-03-20,Danida,Other,Lake Nyasa,Mlete,Ruvuma,Songea Rural,Tanga,0,False,GeoData Consultants Ltd,Other,True,90s,other,pay when scheme fails,soft,dry,shallow well,groundwater,other,other,258
0.0,2012-10-26,Other,Other,Lake Victoria,Central,Mara,Musoma Rural,Kyanyari,250,Unknown,GeoData Consultants Ltd,VWC,True,00s,nira/tanira,unknown,salty,enough,shallow well,groundwater,hand pump,hand pump,403
0.0,2013-03-26,World Vision,DWE,Pangani,Rc,Arusha,Arusha Rural,Olkokola,150,True,GeoData Consultants Ltd,VWC,True,90s,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,252
0.0,2013-06-03,Government Of Tanzania,DWE,Pangani,Kyou Kusini,Kilimanjaro,Moshi Rural,Kilema kaskazini,1,False,GeoData Consultants Ltd,Other,True,70s,gravity,never pay,soft,insufficient,river,surface,other,other,183
0.0,2013-03-17,Other,0,Wami / Ruvu,Uvumba,Dar es Salaam,Temeke,Kibada,70,True,GeoData Consultants Ltd,Other,False,00s,mono,never pay,soft,seasonal,machine dbh,groundwater,communal standpipe,communal standpipe,261
1200.0,2013-01-21,Government Of Tanzania,DWE,Lake Tanganyika,Kagembe A,Kigoma,Kasulu,Ruhita,650,True,GeoData Consultants Ltd,Water authority,True,70s,gravity,pay annually,soft,enough,river,surface,communal standpipe multiple,communal standpipe,316
0.0,2011-03-05,Government Of Tanzania,DWE,Rufiji,Mission,Morogoro,Ulanga,Ilonga,700,True,GeoData Consultants Ltd,Other,True,00s,nira/tanira,never pay,salty,enough,shallow well,groundwater,hand pump,hand pump,1004
0.0,2012-10-29,Other,Other,Lake Tanganyika,Ukondamoyo,Tabora,Urambo,Ukondamoyo,0,True,GeoData Consultants Ltd,Parastatal,True,Unknown,gravity,never pay,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,400
0.0,2011-08-10,Other,Hesawa,Lake Victoria,Tuli,Mwanza,Kwimba,Mwagi,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,unknown,dry,shallow well,groundwater,other,other,846
0.0,2011-03-15,World Bank,DWE,Internal,Hamia B,Dodoma,Kondoa,Mpendo,0,True,GeoData Consultants Ltd,VWC,False,Unknown,mono,never pay,salty,insufficient,machine dbh,groundwater,communal standpipe multiple,communal standpipe,994
0.0,2012-10-25,Other,Other,Lake Tanganyika,Kiloleni,Tabora,Urambo,Mwongozo,0,True,GeoData Consultants Ltd,VWC,True,Unknown,afridev,never pay,soft,dry,shallow well,groundwater,hand pump,hand pump,404
0.0,2012-10-27,Hesawa,Hesawa,Lake Victoria,Kwitete,Mara,Serengeti,Nyamoko,500,False,GeoData Consultants Ltd,WUG,Unknown,90s,other - play pump,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,402
30.0,2011-03-25,Other,Other,Pangani,Mamboya,Tanga,Handeni,Segera,150,False,GeoData Consultants Ltd,VWC,True,10s,submersible,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,984
0.0,2011-04-17,Other,Other,Rufiji,Havanga,Iringa,Njombe,Kidegembye,280,True,GeoData Consultants Ltd,WUA,True,00s,other - rope pump,pay when scheme fails,soft,dry,hand dtw,groundwater,hand pump,hand pump,961
10.0,2013-02-03,Other,Other,Ruvuma / Southern Coast,Mitema,Mtwara,Newala,Mnyambe,180,True,GeoData Consultants Ltd,VWC,False,70s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe multiple,communal standpipe,303
3000.0,2013-01-22,Government Of Tanzania,DWE,Lake Tanganyika,Kigoma,Kigoma,Kasulu,Titye,800,True,GeoData Consultants Ltd,Water authority,True,80s,gravity,pay when scheme fails,soft,enough,spring,groundwater,communal standpipe,communal standpipe,315
0.0,2013-01-24,Other,Other,Ruvuma / Southern Coast,Shuleni,Lindi,Lindi Rural,Ng'apa,300,True,GeoData Consultants Ltd,Other,True,10s,india mark ii,unknown,salty,seasonal,machine dbh,groundwater,hand pump,hand pump,313
0.0,2011-08-23,Other,DWE,Lake Tanganyika,Kakoma,Rukwa,Sumbawanga Rural,Mwazye,350,True,GeoData Consultants Ltd,VWC,True,80s,gravity,never pay,soft,insufficient,river,surface,communal standpipe,communal standpipe,833
0.0,2013-01-26,Other,Other,Internal,Ayalabe,Manyara,Mbulu,Tlawi,215,True,GeoData Consultants Ltd,VWC,True,00s,gravity,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,311
0.0,2011-04-07,Other,Other,Rufiji,Kichangani,Mbeya,Mbarali,Rujewa,0,False,GeoData Consultants Ltd,Water Board,True,Unknown,gravity,never pay,coloured,seasonal,river,surface,communal standpipe,communal standpipe,971
0.0,2012-10-15,Rwssp,DWE,Internal,Ipandwanzove,Shinyanga,Kishapu,Talaga,0,False,GeoData Consultants Ltd,WUG,False,Unknown,other,unknown,soft,seasonal,shallow well,groundwater,other,other,414
1000.0,2011-03-06,Danida,Other,Rufiji,Mbuyuni,Iringa,Iringa Rural,Nzihi,1,True,GeoData Consultants Ltd,VWC,True,80s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1003
0.0,2013-03-16,Other,Other,Wami / Ruvu,Mtaa Wa Tungini,Dar es Salaam,Ilala,Chanika,250,Unknown,GeoData Consultants Ltd,WUG,Unknown,00s,nira/tanira,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,262
0.0,2011-03-23,Other,Other,Wami / Ruvu,Nyerere,Dodoma,Chamwino,Dabalo,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,unknown,soft,dry,shallow well,groundwater,other,other,986
500.0,2011-02-03,Other,Other,Wami / Ruvu,Sido,Morogoro,Kilosa,Mabwerebwere,350,True,GeoData Consultants Ltd,VWC,True,70s,swn 80,pay when scheme fails,soft,insufficient,shallow well,groundwater,hand pump,hand pump,1034
0.0,2011-07-22,Government Of Tanzania,Other,Lake Nyasa,Sanu,Mbeya,Kyela,Busole,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,pay monthly,soft,dry,spring,groundwater,communal standpipe,communal standpipe,865
0.0,2013-11-03,World Vision,Other,Pangani,Njiro,Kilimanjaro,Same,Kisiwani,289,True,GeoData Consultants Ltd,Water authority,Unknown,00s,gravity,never pay,soft,enough,rainwater harvesting,surface,communal standpipe,communal standpipe,30
0.0,2011-08-29,Other,Other,Lake Victoria,Kituntu,Kagera,Muleba,Kasharunga,0,False,GeoData Consultants Ltd,Other,False,Unknown,gravity,never pay,soft,enough,spring,groundwater,improved spring,improved spring,827
0.0,2012-10-09,Rwssp,Other,Lake Victoria,Sengerema,Shinyanga,Meatu,Kisesa,0,True,GeoData Consultants Ltd,WUG,True,Unknown,other,never pay,soft,insufficient,shallow well,groundwater,other,other,420
0.0,2012-10-08,Rwssp,DWE,Lake Tanganyika,Kusini Mashariki,Shinyanga,Kahama,Kisuke,0,True,GeoData Consultants Ltd,Other,True,Unknown,other,unknown,soft,insufficient,shallow well,groundwater,other,other,421
0.0,2011-07-22,Other,Hesawa,Lake Victoria,Majengo,Mwanza,Kwimba,Malya,0,True,GeoData Consultants Ltd,VWC,True,Unknown,afridev,pay per bucket,soft,enough,machine dbh,groundwater,hand pump,hand pump,865
0.0,2011-07-27,Hesawa,Hesawa,Lake Victoria,L/Center,Mwanza,Geita,Lubanga,0,True,GeoData Consultants Ltd,VWC,True,Unknown,nira/tanira,unknown,unknown,dry,shallow well,groundwater,hand pump,hand pump,860
1000.0,2011-03-05,Government Of Tanzania,DWE,Pangani,Sinawe,Tanga,Muheza,Kigombe,50,True,GeoData Consultants Ltd,VWC,True,00s,gravity,never pay,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,1004
20.0,2013-02-21,Other,Other,Pangani,Kanisani Street,Kilimanjaro,Moshi Urban,Kiboriloni,20,True,GeoData Consultants Ltd,Water authority,True,00s,gravity,pay per bucket,soft,insufficient,spring,groundwater,communal standpipe multiple,communal standpipe,285
0.0,2011-02-27,Other,DWE,Rufiji,Mbunju,Pwani,Rufiji,Mkongo,1,True,GeoData Consultants Ltd,VWC,True,00s,mono,never pay,salty,enough,machine dbh,groundwater,communal standpipe,communal standpipe,1010
0.0,2013-02-16,Other,Government,Lake Nyasa,Rwanda,Ruvuma,Mbinga,Chiwanda,40,Unknown,GeoData Consultants Ltd,VWC,True,10s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,290
50.0,2011-04-16,World Bank,Other,Wami / Ruvu,Idete,Morogoro,Kilosa,Mamboya,234,True,GeoData Consultants Ltd,VWC,True,00s,ksb,pay per bucket,salty,enough,machine dbh,groundwater,communal standpipe,communal standpipe,962
0.0,2011-07-21,Government Of Tanzania,DWE,Lake Victoria,Kishiri A,Mwanza,Magu,Magu Urban,0,True,GeoData Consultants Ltd,VWC,True,Unknown,mono,pay per bucket,soft,enough,lake,surface,communal standpipe multiple,communal standpipe,866
0.0,2011-04-02,Other,Commu,Internal,Mwegamile,Dodoma,Dodoma Urban,Mbabala,0,True,GeoData Consultants Ltd,VWC,False,Unknown,other,never pay,soft,dry,shallow well,groundwater,other,other,976
600.0,2011-03-26,Other,Other,Wami / Ruvu,Kitonga,Pwani,Bagamoyo,Zinga/Ikerege,582,False,GeoData Consultants Ltd,Company,True,80s,ksb,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,983
0.0,2011-03-11,Other,Other,Rufiji,Majengo,Iringa,Iringa Rural,Itunundu,1,False,GeoData Consultants Ltd,Other,True,00s,swn 80,never pay,salty,dry,machine dbh,groundwater,hand pump,hand pump,998
0.0,2011-02-21,Other,Other,Wami / Ruvu,Kimbangulile,Pwani,Mkuranga,Tambani,100,True,GeoData Consultants Ltd,VWC,False,00s,other,never pay,soft,dry,shallow well,groundwater,other,other,1016
50.0,2011-03-26,Other,Other,Rufiji,Miomboni,Morogoro,Kilosa,Mikumi,300,True,GeoData Consultants Ltd,VWC,True,00s,other,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,983
0.0,2012-11-05,Hesawa,DWE,Lake Victoria,Kambarage,Mara,Bunda,Wariku,250,True,GeoData Consultants Ltd,WUG,False,80s,other,unknown,salty,enough,shallow well,groundwater,other,other,393
0.0,2013-02-05,Other,Other,Lake Tanganyika,Bustani,Kigoma,Kibondo,Bunyambo,1,True,GeoData Consultants Ltd,VWC,False,10s,submersible,unknown,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,301
0.0,2011-03-25,Other,Other,Lake Nyasa,Mpembe,Mbeya,Ileje,Itumba,0,True,GeoData Consultants Ltd,VWC,False,Unknown,gravity,unknown,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,984
0.0,2011-03-30,Danida,Government,Lake Rukwa,Chalangwa A,Mbeya,Chunya,Chalangwa,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,979
0.0,2013-02-03,Danida,Other,Lake Tanganyika,Nyasato B,Kigoma,Kibondo,Muhange,150,True,GeoData Consultants Ltd,VWC,False,00s,gravity,unknown,soft,insufficient,spring,groundwater,improved spring,improved spring,303
0.0,2011-07-19,Other,Other,Lake Nyasa,Sokoni,Mbeya,Rungwe,Kandete,0,True,GeoData Consultants Ltd,VWC,Unknown,Unknown,gravity,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,868
250.0,2013-02-11,Danida,DANIDA,Lake Tanganyika,Nyasole,Kigoma,Kasulu,Munyegera,520,True,GeoData Consultants Ltd,Water authority,False,00s,gravity,pay monthly,soft,enough,river,surface,communal standpipe multiple,communal standpipe,295
0.0,2011-03-07,Other,Other,Rufiji,Utilimwani,Iringa,Njombe,Yakobi,15,True,GeoData Consultants Ltd,VWC,False,80s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1002
0.0,2011-03-30,Kkkt,KKKT,Lake Rukwa,Mibulani,Mbeya,Mbozi,Ihanda,0,True,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,pay when scheme fails,soft,enough,shallow well,groundwater,hand pump,hand pump,979
500.0,2011-03-15,Other,DWE,Rufiji,Majiji,Morogoro,Ulanga,Sofi,1020,True,GeoData Consultants Ltd,Other,True,90s,swn 80,pay monthly,soft,enough,shallow well,groundwater,hand pump,hand pump,994
0.0,2013-02-10,Danida,Other,Lake Tanganyika,Kiga A,Kigoma,Kibondo,Rugenge,400,True,GeoData Consultants Ltd,VWC,False,00s,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,296
500.0,2013-02-10,Danida,DANIDA,Rufiji,Matarawe,Ruvuma,Namtumbo,Luchili,900,True,GeoData Consultants Ltd,WUA,True,80s,gravity,pay monthly,soft,enough,river,surface,communal standpipe multiple,communal standpipe,296
0.0,2012-10-23,Other,Other,Lake Victoria,Mwajege,Shinyanga,Bariadi,Mhunze,400,True,GeoData Consultants Ltd,WUG,False,00s,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,406
0.0,2012-10-17,Government Of Tanzania,Government,Internal,Usia,Shinyanga,Shinyanga Rural,Tinde,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,soft,insufficient,dam,surface,communal standpipe multiple,communal standpipe,412
100.0,2013-02-03,Other,Other,Ruvuma / Southern Coast,Njia Nne,Lindi,Kilwa,Tingi,230,False,GeoData Consultants Ltd,Other,True,00s,nira/tanira,pay per bucket,salty,insufficient,shallow well,groundwater,hand pump,hand pump,303
0.0,2011-07-09,Government Of Tanzania,DWE,Lake Victoria,Omukataba,Kagera,Karagwe,Ndama,0,True,GeoData Consultants Ltd,Other,True,Unknown,gravity,never pay,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,878
0.0,2013-02-21,Other,Other,Ruvuma / Southern Coast,Ligura,Mtwara,Mtwara Rural,Kiromba,355,True,GeoData Consultants Ltd,VWC,True,10s,mono,unknown,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,285
20.0,2013-03-18,Government Of Tanzania,DWE,Pangani,Marurani Juu,Arusha,Arusha Rural,Nduruma,100,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay per bucket,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,260
0.0,2011-07-24,Other,DWE,Lake Victoria,Mwamale,Shinyanga,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,863
20000.0,2011-03-05,Other,Other,Rufiji,Majengo,Pwani,Mafia,Kilindoni,20,True,GeoData Consultants Ltd,VWC,False,Unknown,submersible,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1004
3600.0,2011-04-04,Other,DWE,Rufiji,Lutowelo,Iringa,Njombe,Wangama,15,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,974
7500.0,2013-02-15,Other,Other,Pangani,Njia Panda,Kilimanjaro,Mwanga,Kirya,320,True,GeoData Consultants Ltd,Private operator,False,10s,climax,pay annually,unknown,enough,dam,surface,communal standpipe,communal standpipe,291
0.0,2011-07-15,Government Of Tanzania,DWE,Lake Rukwa,Cha Mashariki,Rukwa,Mpanda,Nsimbo,50,False,GeoData Consultants Ltd,Water authority,True,70s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,872
50.0,2013-02-26,Government Of Tanzania,DWE,Pangani,Njiro,Manyara,Simanjiro,Orkesumet,200,True,GeoData Consultants Ltd,Water authority,True,10s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,280
0.0,2011-03-28,Danida,DANIDA,Lake Rukwa,Masebe,Mbeya,Mbeya Rural,Iwindi,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,pay when scheme fails,soft,dry,river,surface,communal standpipe,communal standpipe,981
0.0,2011-04-08,Government Of Tanzania,Government,Lake Rukwa,Laini,Mbeya,Chunya,Kambikatoto,0,True,GeoData Consultants Ltd,VWC,True,Unknown,swn 80,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,970
0.0,2011-03-03,Other,Other,Rufiji,Mtakuja,Morogoro,Ulanga,Mbuga,230,Unknown,GeoData Consultants Ltd,Other,True,00s,swn 80,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,1006
500.0,2011-04-04,Danida,DWE,Rufiji,Mfungati,Iringa,Njombe,Imalinyi,58,True,GeoData Consultants Ltd,WUA,True,90s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,974
0.0,2011-03-05,Other,Other,Wami / Ruvu,Mzambaraweni,Morogoro,Kilosa,Mabwerebwere,130,True,GeoData Consultants Ltd,Private operator,True,00s,submersible,never pay,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,1004
600.0,2012-10-23,Other,Other,Lake Victoria,Makao,Mara,Tarime,Tai,358,Unknown,GeoData Consultants Ltd,Private operator,False,80s,submersible,pay monthly,soft,enough,lake,surface,communal standpipe multiple,communal standpipe,406
0.0,2011-04-12,Other,Commu,Wami / Ruvu,Makulu,Dodoma,Dodoma Urban,Chihanga,0,True,GeoData Consultants Ltd,VWC,False,Unknown,mono,pay per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,966
0.0,2011-07-21,Other,Hesawa,Lake Victoria,Buchela B,Mwanza,Kwimba,Malya,0,Unknown,GeoData Consultants Ltd,VWC,True,Unknown,afridev,never pay,soft,enough,machine dbh,groundwater,hand pump,hand pump,866
50.0,2011-03-25,Government Of Tanzania,Government,Pangani,Mlembula,Tanga,Kilindi,Msanja,1,True,GeoData Consultants Ltd,VWC,False,70s,ksb,pay per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,984
0.0,2011-07-22,Other,Other,Lake Victoria,1,Mwanza,Missungwi,Missungwi,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,unknown,enough,shallow well,groundwater,other,other,865
3600.0,2011-04-04,Government Of Tanzania,DWE,Rufiji,Lutowelo,Iringa,Njombe,Wangama,35,True,GeoData Consultants Ltd,VWC,True,70s,gravity,pay annually,soft,dry,spring,groundwater,communal standpipe,communal standpipe,974
0.0,2011-02-23,Other,Other,Wami / Ruvu,Mfuru,Pwani,Mkuranga,Vikindu,740,True,GeoData Consultants Ltd,WUG,False,10s,nira/tanira,never pay,soft,enough,shallow well,groundwater,other,other,1014
200.0,2011-04-16,World Bank,Other,Wami / Ruvu,Madizini,Morogoro,Kilosa,Mamboya,1150,True,GeoData Consultants Ltd,VWC,True,00s,ksb,pay per bucket,salty,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,962
0.0,2012-10-13,Other,DWE,Lake Tanganyika,Igwamanoni,Shinyanga,Bukombe,Ushirombo,0,True,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,416
0.0,2011-07-08,Other,Other,Lake Nyasa,Katumba,Mbeya,Rungwe,Mpuguso,0,True,GeoData Consultants Ltd,VWC,Unknown,Unknown,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,879
0.0,2013-01-19,Other,Other,Ruvuma / Southern Coast,Nsing'Ole,Lindi,Lindi Rural,Nyangao,876,False,GeoData Consultants Ltd,VWC,False,10s,india mark ii,never pay,salty,enough,machine dbh,groundwater,hand pump,hand pump,318
0.0,2011-07-11,Hesawa,Other,Lake Victoria,Nyangwe B,Kagera,Chato,Kigongo,0,True,GeoData Consultants Ltd,WUA,True,Unknown,nira/tanira,pay monthly,salty,insufficient,shallow well,groundwater,hand pump,hand pump,876
0.0,2012-10-24,Government Of Tanzania,DWE,Lake Victoria,Mashambiti,Shinyanga,Bariadi,Nyakabindi,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,405
0.0,2013-03-19,Other,Other,Pangani,Miyombo,Kilimanjaro,Same,Vunta,120,True,GeoData Consultants Ltd,Water authority,True,90s,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,259
0.0,2011-03-15,Other,DWE,Pangani,Kibaoni B,Tanga,Mkinga,Daluni,100,True,GeoData Consultants Ltd,Private operator,True,90s,gravity,never pay,salty,enough,other,unknown,communal standpipe,communal standpipe,994
0.0,2013-01-23,Other,Other,Internal,Madukani,Singida,Singida Rural,Sepuko,1,True,GeoData Consultants Ltd,VWC,Unknown,60s,mono,unknown,unknown,dry,machine dbh,groundwater,communal standpipe,communal standpipe,314
0.0,2011-07-20,Other,Other,Lake Victoria,Ushingisha,Mwanza,Sengerema,Sima,0,True,GeoData Consultants Ltd,VWC,True,Unknown,afridev,never pay,soft,enough,machine dbh,groundwater,hand pump,hand pump,867
0.0,2013-01-31,Other,Other,Internal,Yaeda Kati,Manyara,Mbulu,Yaeda Chini,275,True,GeoData Consultants Ltd,Parastatal,True,90s,other,never pay,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,306
0.0,2011-07-16,Hesawa,Other,Lake Victoria,Mugihera,Kagera,Ngara,Ngara Urban,0,True,GeoData Consultants Ltd,VWC,False,Unknown,gravity,never pay,soft,dry,spring,groundwater,other,other,871
0.0,2011-04-17,Government Of Tanzania,Government,Lake Rukwa,Soweto,Mbeya,Chunya,Itewe,0,True,GeoData Consultants Ltd,VWC,True,Unknown,india mark ii,pay per bucket,soft,enough,shallow well,groundwater,hand pump,hand pump,961
20.0,2011-03-05,Other,Other,Wami / Ruvu,January,Pwani,Bagamoyo,Mkange,200,True,GeoData Consultants Ltd,VWC,True,00s,windmill,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,1004
50.0,2013-03-20,Other,0,Wami / Ruvu,Mtaa Wa Mzinga,Dar es Salaam,Ilala,Kitunda,120,Unknown,GeoData Consultants Ltd,WUG,False,00s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,258
100.0,2013-02-06,Other,Other,Ruvuma / Southern Coast,Muungano,Mtwara,Nanyumbu,Napacho,150,True,GeoData Consultants Ltd,Parastatal,True,10s,india mark ii,pay per bucket,salty,insufficient,machine dbh,groundwater,hand pump,hand pump,300
0.0,2011-04-06,Other,Other,Rufiji,Kanioga B,Mbeya,Mbarali,Rujewa,0,False,GeoData Consultants Ltd,Water Board,True,Unknown,gravity,never pay,soft,seasonal,river,surface,communal standpipe,communal standpipe,972
1000.0,2011-03-10,Other,Other,Lake Nyasa,Mlangali Ndani,Iringa,Ludewa,Mlangali,45,True,GeoData Consultants Ltd,VWC,False,80s,gravity,pay annually,soft,seasonal,spring,groundwater,communal standpipe,communal standpipe,999
0.0,2013-03-25,Government Of Tanzania,DWE,Pangani,Mshiri,Kilimanjaro,Moshi Rural,Marangu Mashariki,45,False,GeoData Consultants Ltd,VWC,True,70s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,253
0.0,2013-02-20,Other,DWE,Lake Victoria,Kati,Shinyanga,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,286
0.0,2013-01-21,Other,DWE,Lake Victoria,Madukani A,Shinyanga,Bariadi,Zagayu,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,other,salty abandoned,insufficient,shallow well,groundwater,hand pump,hand pump,316
0.0,2013-01-23,Other,Other,Internal,M/Kati,Singida,Singida Rural,Sepuko,1,True,GeoData Consultants Ltd,VWC,Unknown,80s,other,unknown,unknown,dry,shallow well,groundwater,other,other,314
1000.0,2013-02-10,Other,Other,Ruvuma / Southern Coast,Michungwani,Ruvuma,Tunduru,Nampungu,1,True,GeoData Consultants Ltd,VWC,False,00s,other - swn 81,pay annually,soft,enough,machine dbh,groundwater,hand pump,hand pump,296
0.0,2013-01-08,Other,Other,Internal,Nkunguhu,Singida,Singida Rural,Kinyeto,1,True,GeoData Consultants Ltd,VWC,Unknown,80s,other,unknown,soft,insufficient,shallow well,groundwater,other,other,329
500.0,2011-04-18,Other,Other,Rufiji,Itundu,Iringa,Njombe,Lupembe,85,True,GeoData Consultants Ltd,WUA,True,70s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,960
25.0,2011-07-13,Other,DWE,Lake Tanganyika,Soko Kuu,Rukwa,Nkasi,Namanyere,150,True,GeoData Consultants Ltd,VWC,False,80s,india mark ii,pay per bucket,salty,enough,machine dbh,groundwater,hand pump,hand pump,874
